idi_tuaria,idseq,cdi_tuaria,nome,tipo,cdbigrama,cdtrigrama,cdterminal,situacao,gestao,modalidade,companhia,cnpj,legislacao,pro_didade,endereco,com_emento,numero,bairro,cep,idcidade,cidade,idestado,estado,idr_rafica,reg_rafica,loc_izacao,latitude,longitude,observacao,fonte,cdc_troide,NOTerminal,CNPJInstal,RazaoSocia,CNPJEmpres,RazaoSoc_1,IDTipoOuto,NOTipoOuto,IDTipoTerm,NOTipoTerm,NROutorga,DTOutorga,STTerminal,TPTerminal,VLMontante,DSSituacao,TPInstalac,NRTLO,DTTLO,NRInstrume,NRProcesso,layer,path
"300536","0",BRAC004,Porto Amazônia Transportes,Registro - Instalação de apoio,BR,BRA,BRAC004,Em Operação,Privada,Registro - Instalação de apoio,AMAZÔNIA TRANSPORTE E LOGÍSTICA LTDA.,"13442303000106",Res. 7047/2019,,Colonia Santa Rita,Gleba Navas - Lote 3,,Miritizal,"69980000","1200203",,,,,,Juruá,"-7.717","-72.642","Cadasro GAP 15/07/2019, SEI 50300.010626/2019-36",Antaq,,Porto Amazônia Transportes,13442303000106,AMAZÔNIA TRANSPORTE E LOGÍSTICA LTDA.,13442303000106,AMAZÔNIA TRANSPORTE E LOGÍSTICA LTDA.,"9",Registro (RN 13/2016),"16",Registro - Instalação de apoio,Res. 7047/2019,2019-07-08 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,NULL,NULL,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300537","0",BRPA105,Posto Aliança,Registro - Instalação de apoio,BR,BRP,BRPA105,Em Operação,Privada,Registro - Instalação de apoio,POSTO A & C COMÉRCIO DE COMBUSTÍVEIS LTDA,"19321101000192",Res. 6206/2018,,"Av. Presidente Getúlio  - Beira Mar, S/N",,,SANTA CRUZ,"68800000","1501808",,,,,,Amazonas,"-1.687","-50.489",Cadastro feito pela GAP em 16/07/2018,Antaq,,Posto Aliança,19321101000192,POSTO A & C COMÉRCIO DE COMBUSTÍVEIS LTDA,19321101000192,POSTO A & C COMÉRCIO DE COMBUSTÍVEIS LTDA,"9",Registro (RN 13/2016),"16",Registro - Instalação de apoio,Res. 6206/2018,2018-07-03 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,NULL,NULL,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300538","0",BRPA088,Sindicato Rural de Santarém,Registro - Instalação de apoio,BR,BRP,BRPA088,Em Operação,Privada,Registro - Instalação de apoio,SINDICATO RURAL DE SANTARÉM,"04540761000197",Res. 6078/2018,,Rua Antonio Simões,,"350",Prainha,"68010380","1506807",,,,,,Amazonas,"-2.434","-54.69",,Antaq,,Sindicato Rural de Santarém,4540761000197,SINDICATO RURAL DE SANTARÉM,4540761000197,SINDICATO RURAL DE SANTARÉM,"9",Registro (RN 13/2016),"16",Registro - Instalação de apoio,Res. 6078/2018,2018-05-06 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,"6078",NULL,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300539","0",BRAM074,Porto Democracia,Registro - Instalação de apoio,BR,BRA,BRAM074,Em Operação,Privada,Registro - Instalação de apoio,A M DUARTE,"04197091000158",Res. 5416/2017,,Comunidade Lugarejo Democracia,S/N - Margem esquerda do Rio Madeira,,Zona Rural,"69280000","1302702",,,,,,Madeira,"-5.79936","-61.4297",Atualizado pela GEA em 29/05/2017: Resolução 5.416/2017 revogou,Antaq,,Porto Democracia,4197091000158,A M DUARTE,4197091000158,A M DUARTE,"9",Registro (RN 13/2016),"16",Registro - Instalação de apoio,Res. 5416/2017,2017-05-29 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,"5416",NULL,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300540","0",BRAM150,Balsa Cuiabá,Registro - Instalação flutuante,BR,BRA,BRAM150,Em Operação,Privada,Registro - Instalação flutuante,HERMASA NAVEGAÇÃO DA AMAZÔNIA LTDA.,"84590892000118",Res. 7102/2019,,Estrada das Indústrias,,,Zona Urbana,"69100000","1301902",,,,,,Amazonas,"-3.151","-58.512",Processo nº 50300.001938/2019-59. TLO se justifica pelo Registro,Antaq,,Balsa Cuiabá,84590892000118,HERMASA NAVEGAÇÃO DA AMAZÔNIA LTDA.,84590892000118,HERMASA NAVEGAÇÃO DA AMAZÔNIA LTDA.,"9",Registro (RN 13/2016),"14",Registro - Instalação flutuante,Res. 7102/2019,2019-08-18 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",Nº 13/2019 - SOG,2018-10-08 00:00:00.000,"7102",NULL,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300542","0",BRAM154,ERAM - Estaleiro Rio Amazonas,Registro - Estaleiro,BR,BRA,BRAM154,Em Operação,Privada,Registro - Estaleiro,ERAM ESTALEIRO RIO AMAZONAS LTDA,"02709163000173",Res. 7427/2019,,Rua Padre Agostinho Caballero Martin,,"313",São Raimundo,"69029120","1302603",,,,,,Negro,"-3.121","-60.047",Processo nº 50300.006474/2019-77.,Antaq,,ERAM - Estaleiro Rio Amazonas,2709163000173,ERAM ESTALEIRO RIO AMAZONAS LTDA,2709163000173,ERAM ESTALEIRO RIO AMAZONAS LTDA,"9",Registro (RN 13/2016),"15",Registro - Estaleiro,Res. 7427/2019,2019-12-15 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,"7427",NULL,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300544","0",BRAP020,Terminal Hidroviário de Laranjal do Jarí,Registro - Instalação de apoio,BR,BRA,BRAP020,Em Operação,Privada,Registro - Instalação de apoio,MUNICIPIO DE LARANJAL DO JARI,"23066905000160",Res. 7442/2019,,Rua Rio Branco,,,Sagrado Coração de Jesus,"68920000","1600279",,,,,,Jari,"-0.857","-52.525",Processo nº 50300.012322/2019-11.,Antaq,,Terminal Hidroviário de Laranjal do Jarí,23066905000160,MUNICIPIO DE LARANJAL DO JARI,23066905000160,MUNICIPIO DE LARANJAL DO JARI,"9",Registro (RN 13/2016),"16",Registro - Instalação de apoio,Res. 7442/2019,2019-12-15 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,"7442",NULL,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300547","0",BRES032,Navemestra Serviços de Navegação Ltda,Registro - Instalação de apoio,BR,BRE,BRES032,Em Operação,Privada,Registro - Instalação de apoio,NAVEMESTRA SERVICOS DE NAVEGACAO LTDA.,"14781303000365",Res. 7177/2019,,Rua Oscar Paulo da Silva,,"264",Jesus de Nazareth,"29050000","3205309",,,,,,,"-20.318","-40.299",Processo nº 50300.012929/2017-21,Antaq,,Navemestra Serviços de Navegação Ltda,14781303000365,NAVEMESTRA SERVICOS DE NAVEGACAO LTDA.,14781303000101,NAVEMESTRA SERVIÇOS DE NAVEGAÇÃO LTDA.,"9",Registro (RN 13/2016),"16",Registro - Instalação de apoio,Res. 7177/2019,2019-09-22 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,"7177",NULL,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300549","0",BRPA194,Porto R S Lima,Registro - Instalação de apoio,BR,BRP,BRPA194,Em Operação,Privada,Registro - Instalação de apoio,PORTO PÚBLICO DOCAS DE MATO GROSSO,"03507415000730",Res. 7213/2019,,"Rua Beira Rio, Estrada do Porto",,,Bairro Industrial,"68660000","1507607",,,,,,Guamá,"-1.619","-47.495",Processo nº 50300.004791/2019-59,Antaq,,Porto R S Lima,3507415000730,PORTO PÚBLICO DOCAS DE MATO GROSSO,4647333000168,R S LIMA INDÚSTRIA E COMÉRCIO - EPP,"9",Registro (RN 13/2016),"16",Registro - Instalação de apoio,Res. 7213/2019,2019-09-23 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,"7213",NULL,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300550","0",BRPA195,Porto Olinda,Registro - Instalação de apoio,BR,BRP,BRPA195,Em Operação,Privada,Registro - Instalação de apoio,COMVAR COMERCIAL EIRELI,"23228702000122",Res. 7180/2019,,Avenida Bernardo Sayão,Galpão A,"5184",Guamá,"66075150","1501402",,,,,,Pará,"-1.477","-48.462",Processo nº 50300.004088/2019-41,Antaq,,Porto Olinda,23228702000122,COMVAR COMERCIAL EIRELI,23228702000122,COMVAR COMERCIAL EIRELI,"9",Registro (RN 13/2016),"16",Registro - Instalação de apoio,Res. 7180/2019,2019-09-22 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,"7180",NULL,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300551","0",BRPA196,ERAM ESTALEIRO RIO AMAZONAS,Registro - Estaleiro,BR,BRP,BRPA196,Em Operação,Privada,Registro - Estaleiro,ERAM ESTALEIRO RIO AMAZONAS LTDA,"02709163000173",Res. 7179/2019,,Av. Cronge da Silveira,,"32",Centro,"68445000","1501303",,,,,,Arroizal,"-1.498","-48.62",Processo nº 50300.005352/2019-63.,Antaq,,ERAM ESTALEIRO RIO AMAZONAS,2709163000173,ERAM ESTALEIRO RIO AMAZONAS LTDA,2709163000173,ERAM ESTALEIRO RIO AMAZONAS LTDA,"9",Registro (RN 13/2016),"15",Registro - Estaleiro,Res. 7179/2019,2019-09-22 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,"7179",NULL,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300552","0",BRPA197,EASA-ESTALEIROS AMAZÔNIA S.A.,Registro - Estaleiro,BR,BRP,BRPA197,Em Operação,Privada,Registro - Estaleiro,EASA-ESTALEIROS AMAZONIA S.A - EM RECUPERACA,"11020483000293",Res. 7217/2019,,Rodovia Arthur Bernardes,A,"8047",Pratinha,"66816000","1501402",,,,,,Baía de Guajará,"-1.365","-48.479",Processo 50300.019725/2018-01,Antaq,,EASA-ESTALEIROS AMAZÔNIA S.A.,11020483000293,EASA-ESTALEIROS AMAZONIA S.A - EM RECUPERACAO JUDICIAL,11020483000102,EASA-ESTALEIROS AMAZONIA S.A - EM RECUPERACAO JUDICIAL,"9",Registro (RN 13/2016),"15",Registro - Estaleiro,Res. 7217/2019,2019-09-24 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,"7217",NULL,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300553","0",BRPA201,Porto Silnave Belém,Registro - Instalação de apoio,BR,BRP,BRPA201,Em Operação,Privada,Registro - Instalação de apoio,SILNAVE NAVEGAÇAO LTDA,"05964994000260",Res. 7219/2019,,"Rodovia Arthur Bernardes, Tapanã",,"5743",Icoaraci,"66825000","1501402",,,,,,Baía de Guajará,"-1.317","-48.486",Processo nº 50300.002386/2017-34.,Antaq,,Porto Silnave Belém,5964994000260,SILNAVE NAVEGAÇAO LTDA,5964994000180,SILNAVE NAVEGAÇÃO S/A,"9",Registro (RN 13/2016),"16",Registro - Instalação de apoio,Res. 7219/2019,2019-09-24 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,"7219",NULL,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300554","0",BRPA198,Porto Linave,Registro - Instalação de apoio,BR,BRP,BRPA198,Em Operação,Privada,Registro - Instalação de apoio,LINAVE - LUIZ IVAN NAVEGAÇÃO LTDA,"84156249000180",Res. 7215/2019,,"Rodovia Arthur Bernardes, Tapanã",S/N Km 14,,Icoaraci,"66825000","1501402",,,,,,Baía de Guajará,"-1.341","-48.48",Processo 50300.003095/2019-25,Antaq,,Porto Linave,84156249000180,LINAVE - LUIZ IVAN NAVEGAÇÃO LTDA,84156249000180,LINAVE - LUIZ IVAN NAVEGAÇÃO LTDA,"9",Registro (RN 13/2016),"16",Registro - Instalação de apoio,Res. 7215/2019,2019-09-24 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,"7215",NULL,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300555","0",BRPA199,Porto de Apoio Madeiras Santa Maria,Registro - Instalação de apoio,BR,BRP,BRPA199,Em Operação,Privada,Registro - Instalação de apoio,SANTA MARIA MADEIRAS IND E COM EIRELI,"29881074000166",Res. 7216/2019,,Rua da Liberdade,,"780",Centro,"68450000","1504703",,,,,,Moju,"-1.887","-48.777",Processo nº 50300.004839/2018-48.,Antaq,,Porto de Apoio Madeiras Santa Maria,29881074000166,SANTA MARIA MADEIRAS IND E COM EIRELI,29881074000166,SANTA MARIA MADEIRAS IND E COM EIRELI,"9",Registro (RN 13/2016),"16",Registro - Instalação de apoio,Res. 7216/2019,2019-09-24 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,"7216",NULL,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300556","0",BRPA200,Porto NL,Registro - Instalação de apoio,BR,BRP,BRPA200,Em Operação,Privada,Registro - Instalação de apoio,N L TRANSPORTE MULTIMODAL LTDA - ME,"07702708000133",Res. 7214/2019,,"Rodovia Arthur Bernardes, Tapanã",,"5885",Icoaraci,"66825000","1501402",,,,,,Baía de Guajará,"-1.342","-48.481",Processo nº 50300.003096/2019-70.,Antaq,,Porto NL,7702708000133,N L TRANSPORTE MULTIMODAL LTDA - ME,7702708000133,N L TRANSPORTE MULTIMODAL LTDA - ME,"9",Registro (RN 13/2016),"16",Registro - Instalação de apoio,Res. 7214/2019,2019-09-24 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,"7214",NULL,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300557","0",BRPA202,Porto Macacaúba,Registro - Instalação de apoio,BR,BRP,BRPA202,Em Operação,Privada,Registro - Instalação de apoio,BENITAH VIEIRA SERVIÇOS PORTUÁRIOS EIRELI,"32967518000195",Res. 7218/2019,,"Estrada do Macacaúba, S/N",Km 01,,Centro,"68170000","1503903",,,,,,Amazonas,"-2.139","-56.089",Processo 50300.005116/2019-47,Antaq,,Porto Macacaúba,32967518000195,BENITAH VIEIRA SERVIÇOS PORTUÁRIOS EIRELI,32967518000195,BENITAH VIEIRA SERVIÇOS PORTUÁRIOS EIRELI,"9",Registro (RN 13/2016),"16",Registro - Instalação de apoio,Res. 7218/2019,2019-09-24 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,"7218",NULL,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300558","0",BRPA203,Porto Santa Maria,Registro - Instalação de apoio,BR,BRP,BRPA203,Em Operação,Privada,Registro - Instalação de apoio,SERRARIA SM SAO LUIZ LTDA-ME,"10870132000128",Res. 7226/2019,,Rua Beira Rio,Estrada do Porto,,Industrial,"68660000","1507607",,,,,,Guamá,"-1.617","-47.495",Processo nº 50300.004731/2019-36.,Antaq,,Porto Santa Maria,10870132000128,SERRARIA SM SAO LUIZ LTDA-ME,10870132000128,SERRARIA SM SAO LUIZ LTDA-ME,"9",Registro (RN 13/2016),"16",Registro - Instalação de apoio,Res. 7226/2019,2019-09-24 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,"7226",NULL,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300559","0",BRPA204,Norte Marine,Registro - Estaleiro,BR,BRP,BRPA204,Em Operação,Privada,Registro - Estaleiro,"NORTE MARINE INDUSTRIA, REPAROS E OPERACOES","07424561000167",Res. 7225/2019,,Rodovia Arthur Bernardes,,"8053",Pratinha,"66816000","1501402",,,,,,Baía do Guajará,"-1.361","-48.482",Processo nº 50300.006203/2019-11.,Antaq,,Norte Marine,7424561000167,"NORTE MARINE INDUSTRIA, REPAROS E OPERACOES FLUVIAIS LTDA.",7424561000167,"NORTE MARINE INDUSTRIA, REPAROS E OPERACOES FLUVIAIS LTDA.","9",Registro (RN 13/2016),"15",Registro - Estaleiro,Res. 7225/2019,2019-09-24 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,"7225",NULL,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300560","0",BRPA205,Porto Gelo Friomar,Registro - Instalação de apoio,BR,BRP,BRPA205,Em Operação,Privada,Registro - Instalação de apoio,FRANCISCA R. ANDRADE,"05950866000187",Res. 7178/2019,,Av. Presidente Getúlio,,"1461",Centro,"68800000","1501808",,,,,,Jacaré Grande,"-1.688","-50.489",Processo nº 50300.011038/2017-58.,Antaq,,Porto Gelo Friomar,5950866000187,FRANCISCA R. ANDRADE,5950866000187,FRANCISCA R. ANDRADE,"9",Registro (RN 13/2016),"16",Registro - Instalação de apoio,Res. 7178/2019,2019-09-22 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,"7178",NULL,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300561","0",BRPA206,Rampa Samal,Registro - Instalação de apoio,BR,BRP,BRPA206,Em Operação,Privada,Registro - Instalação de apoio,A J VALENTE DE ALMEIDA - ME,"17668620000104",Res 7256/2019,,Rua Amazonas,Praia do Rio Amazonas,,Prainha,"68005160","1506807",,,,,,Amazonas,"-2.424","-54.699",Processo:50300.001458/2017-26,Antaq,,Rampa Samal,17668620000104,A J VALENTE DE ALMEIDA - ME,17668620000104,A J VALENTE DE ALMEIDA - ME,"9",Registro (RN 13/2016),"16",Registro - Instalação de apoio,Res 7256/2019,2019-09-30 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,"7256",NULL,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300562","0",BRPA207,Terminal Hidroviário de Cargas e Passageiros de Almeirim,Registro - Instalação de apoio,BR,BRP,BRPA207,Em Operação,Privada,Registro - Instalação de apoio,COMPANHIA  DE PORTOS E HIDROVIAS DO ESTADO D,"05452160000195",Acórdão 82/2019,,Avenida Beira Rio,Quadra 001,"1327",Comercial,"68230000","1500503",,,,,,Amazonas,"-1.532","-52.576",Processo: 50300.010692/2017-44,Antaq,,Terminal Hidroviário de Cargas e Passageiros de Almeirim,5452160000195,COMPANHIA  DE PORTOS E HIDROVIAS DO ESTADO DO PARÁ,5452160000195,COMPANHIA  DE PORTOS E HIDROVIAS DO ESTADO DO PARÁ,"9",Registro (RN 13/2016),"16",Registro - Instalação de apoio,Acórdão 82/2019,2019-10-07 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,"82",NULL,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300565","0",BRPA210,Rampa de Acesso Cigana,Registro - Instalação de apoio,BR,BRP,BRPA210,Em Operação,Privada,Registro - Instalação de apoio,PACHECO COMÉRCIOS LTDA.,"28175688000160",Res. 7316/2019,,Rua Principal,Beira Rio,,Vila Cigana - Zona Rural,"68617000","1501956",,,,,,Gurupi,"-2.24","-46.433","Cadastro GAP 08/11/2019; Processo SEI 50300.021340/2018-03",Antaq,,Rampa de Acesso Cigana,28175688000160,PACHECO COMÉRCIOS LTDA.,28175688000160,PACHECO COMÉRCIOS LTDA.,"9",Registro (RN 13/2016),"16",Registro - Instalação de apoio,Res. 7316/2019,2019-10-22 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,"7316",NULL,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300566","0",BRPA211,Nova Era Industria Comércio Exportação de Madeira Ltda - ME,Registro - Instalação de apoio,BR,BRP,BRPA211,Em Operação,Privada,Registro - Instalação de apoio,NOVA ERA INDUSTRIA COM. EXPORTACAO DE MADEIR,"08242838000101",Res. 7358/2019,,Rua Agropalma,,,Bairro Alto,"68450000","1504703",,,,,,Moju,"-1.887","-48.776",Processo nº 50300.000494/2012-68,Antaq,,Nova Era Industria Comércio Exportação de Madeira Ltda - ME,8242838000101,NOVA ERA INDUSTRIA COM. EXPORTACAO DE MADEIRAS LTDA,8242838000101,NOVA ERA INDUSTRIA COM. EXPORTACAO DE MADEIRAS LTDA,"9",Registro (RN 13/2016),"16",Registro - Instalação de apoio,Res. 7358/2019,2019-11-07 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,"7358",NULL,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300567","0",BRPA212,Terminal Hidroviário de Passageiros e Cargas de Alenquer,Registro - Instalação de apoio,BR,BRP,BRPA212,Em Operação,Privada,Registro - Instalação de apoio,COMPANHIA  DE PORTOS E HIDROVIAS DO ESTADO D,"05452160000195",Acórdão 83/2019,,Rua Benedito Monteiro,"Esquerda, Tv Lauro Sodré",,Centro,"68200000","1500404",,,,,,Amazonas,"-1.958","-54.738","Cadastro GAP 08/11/2019; Processo SEI 50300.016835/2018-11",Antaq,,Terminal Hidroviário de Passageiros e Cargas de Alenquer,5452160000195,COMPANHIA  DE PORTOS E HIDROVIAS DO ESTADO DO PARÁ,5452160000195,COMPANHIA  DE PORTOS E HIDROVIAS DO ESTADO DO PARÁ,"9",Registro (RN 13/2016),"16",Registro - Instalação de apoio,Acórdão 83/2019,2019-10-07 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,"83",NULL,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300568","0",BRPA213,PROMAP - PRODUTOS DE MADEIRA DO PARA LTDA,Registro - Instalação de apoio,BR,BRP,BRPA213,Em Operação,Privada,Registro - Instalação de apoio,PROMAP - PRODUTO DE MADEIRAS DO PARA LTDA EP,"83383133000111",Res. 7329,,Estrada do Outeiro,,,Campina de Icoaraci,"66813250","1501402",,,,,,Baía do Guajará,"-1.289","-48.459","Cadastro GAP 08/11/2019; Processo SEI 50300.011284/2019-71",Antaq,,PROMAP - PRODUTOS DE MADEIRA DO PARA LTDA,83383133000111,PROMAP - PRODUTO DE MADEIRAS DO PARA LTDA EPP,83383133000111,PROMAP - PRODUTO DE MADEIRAS DO PARA LTDA EPP,"9",Registro (RN 13/2016),"16",Registro - Instalação de apoio,Res. 7329,2019-10-25 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,"7329",NULL,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300570","0",BRPA215,Porto Jiquiriqui,Registro - Instalação de apoio,BR,BRP,BRPA215,Em Operação,Privada,Registro - Instalação de apoio,A B FERREIRA FILHO,"08370045000160",Res. 7330/2019,,Avenida Perimetral,km 4,,Estrada do Jiquiriqui,"68220000","1504802",,,,,,Amazonas,"-2.016","-54.094","Processo nº 50300.021996/2018-18. 
Registrado pela GAP em 18/11",Antaq,,Porto Jiquiriqui,8370045000160,A B FERREIRA FILHO,8370045000160,A B FERREIRA FILHO,"9",Registro (RN 13/2016),"16",Registro - Instalação de apoio,Res. 7330/2019,2019-10-24 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,"7330",NULL,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300571","0",BRPA216,Trapiche de Icoaraci,Registro - Instalação de apoio,BR,BRP,BRPA216,Em Operação,Privada,Registro - Instalação de apoio,SUPERINTENDENCIA EXECUTIVA DE MOBILIDADE URB,"63803100000176",Res. 7391/2019,,Rua Siqueira Mendes,,"373",Cruzeiro,"66812460","1501402",,,,,,Baía de Guajará,"-1.29871","-48.4908",Processo nº 50300.004429/2019-88.,Antaq,,Trapiche de Icoaraci,63803100000176,SUPERINTENDENCIA EXECUTIVA DE MOBILIDADE URBANA DE BELEM,63803100000176,SUPERINTENDENCIA EXECUTIVA DE MOBILIDADE URBANA DE BELEM,"9",Registro (RN 13/2016),"16",Registro - Instalação de apoio,Res. 7391/2019,2019-11-23 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,"7391",NULL,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300572","0",BRPA217,Terminal Hidroviário da Praça Princesa Isabel,Registro - Instalação de apoio,BR,BRP,BRPA217,Em Operação,Privada,Registro - Instalação de apoio,SUPERINTENDENCIA EXECUTIVA DE MOBILIDADE URB,"63803100000176",Res. 7428,,Avenida Bernardo Saião,Praça Princesa Isabel,,Condor,"66065590","1501402",,,,,,Guamá,"-1.476","-48.476",Processo nº 50300.004564/2019-23. A instalação registrada não po,Antaq,,Terminal Hidroviário da Praça Princesa Isabel,63803100000176,SUPERINTENDENCIA EXECUTIVA DE MOBILIDADE URBANA DE BELEM,63803100000176,SUPERINTENDENCIA EXECUTIVA DE MOBILIDADE URBANA DE BELEM,"9",Registro (RN 13/2016),"16",Registro - Instalação de apoio,Res. 7428,2019-12-15 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,"7428",NULL,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300573","0",BRPA218,Associação das Comunidades Remanescentes de Quilombos Gurupá,Registro - Instalação de apoio,BR,BRP,BRPA218,Em Operação,Privada,Registro - Instalação de apoio,ASSOCIAÇÃO DAS COMUNIDADES REMANESCENTES DE,"03486071000134",Res. 7485/2019,,Margem direita do rio Amazonas Jocojó,,,zona rural,"68300000","1503101",,,,,,Amazonas,"-1.497","-51.793",Processo nº 50300.001325/2018-31.,Antaq,,Associação das Comunidades Remanescentes de Quilombos Gurupá,3486071000134,ASSOCIAÇÃO DAS COMUNIDADES REMANESCENTES DE QUILOMBOS DE GURUPA,3486071000134,ASSOCIAÇÃO DAS COMUNIDADES REMANESCENTES DE QUILOMBOS DE GURUPA,"9",Registro (RN 13/2016),"16",Registro - Instalação de apoio,Res. 7485/2019,2019-12-28 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,"7485",NULL,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
